<@!363852774334791682>,421
<@!508765204528758786>,19
<@!277282070848602123>,13
<@!515736930726707213>,6
<@!682462589564747800>,6
<@!247154017975664652>,0
<@363852774334791682>,2
<@682462589564747800>,1
